-10,-0.0412818
-9.97998,-0.0648447
-9.95996,0.0312592
-9.93994,-0.07579
-9.91992,-0.0320757
-9.8999,-0.0307481
-9.87988,-0.0188841
-9.85986,-0.039048
-9.83984,-0.0679291
-9.81982,-0.0978421
-9.7998,-0.0772067
-9.77978,-0.0378805
-9.75976,-0.0224187
-9.73974,-0.0228606
-9.71972,0.00563895
-9.6997,0.00764536
-9.67968,-0.0323647
-9.65966,-0.0595171
-9.63964,-0.0339352
-9.61962,0.0115043
-9.5996,-0.00655753
-9.57958,-0.0229407
-9.55956,0.05134
-9.53954,-0.0360321
-9.51952,-0.0700602
-9.4995,0.0289861
-9.47948,-0.0110103
-9.45946,0.0793233
-9.43944,-0.0475796
-9.41942,0.0243561
-9.3994,0.0524855
-9.37938,0.0104937
-9.35936,-0.0122413
-9.33934,0.0275281
-9.31932,0.0474317
-9.2993,-0.000120357
-9.27928,0.0539735
-9.25926,-0.0276083
-9.23924,-0.00613884
-9.21922,0.0462507
-9.1992,0.053393
-9.17918,-0.0171097
-9.15916,-0.00799685
-9.13914,-0.00062075
-9.11912,0.0222714
-9.0991,0.00866808
-9.07908,0.0167184
-9.05906,-0.0049651
-9.03904,0.107992
-9.01902,0.0544253
-8.999,0.02721
-8.97898,0.0265319
-8.95896,0.0637897
-8.93894,0.0723323
-8.91892,0.0813028
-8.8989,0.0932457
-8.87888,0.104927
-8.85886,0.093158
-8.83884,0.0485641
-8.81882,0.138778
-8.7988,0.0976439
-8.77878,0.0917902
-8.75876,0.043689
-8.73874,0.119493
-8.71872,0.0319779
-8.6987,0.124973
-8.67868,0.0525752
-8.65866,0.0606681
-8.63864,0.0274723
-8.61862,0.0782971
-8.5986,0.0915359
-8.57858,0.0778378
-8.55856,0.106255
-8.53854,0.0825636
-8.51852,0.111691
-8.4985,0.0915607
-8.47848,0.0927121
-8.45846,0.153175
-8.43844,0.100153
-8.41842,0.0743365
-8.3984,0.0606734
-8.37838,0.119808
-8.35836,0.151483
-8.33834,0.0907464
-8.31832,0.166502
-8.2983,0.127357
-8.27828,0.135324
-8.25826,0.115556
-8.23824,0.105684
-8.21822,0.0752031
-8.1982,0.105084
-8.17818,0.139879
-8.15816,0.0604629
-8.13814,0.160488
-8.11812,0.0708814
-8.0981,0.124301
-8.07808,0.121013
-8.05806,0.122079
-8.03804,0.149732
-8.01802,0.08222
-7.998,0.143431
-7.97798,0.154634
-7.95796,0.0997917
-7.93794,0.162569
-7.91792,0.120473
-7.8979,0.120084
-7.87788,0.0510707
-7.85786,0.132596
-7.83784,0.144124
-7.81782,0.12393
-7.7978,0.12779
-7.77778,0.150279
-7.75776,0.160809
-7.73774,0.122147
-7.71772,0.11821
-7.6977,0.0880323
-7.67768,0.0831091
-7.65766,0.0872603
-7.63764,0.153855
-7.61762,0.174378
-7.5976,0.101189
-7.57758,0.139067
-7.55756,0.110296
-7.53754,0.133445
-7.51752,0.109821
-7.4975,0.169316
-7.47748,0.101172
-7.45746,0.145343
-7.43744,0.16098
-7.41742,0.0673104
-7.3974,0.105046
-7.37738,0.123357
-7.35736,0.106929
-7.33734,0.137518
-7.31732,0.150548
-7.2973,0.0603571
-7.27728,0.0999622
-7.25726,0.152533
-7.23724,0.0921698
-7.21722,0.142294
-7.1972,0.132991
-7.17718,0.134495
-7.15716,0.151749
-7.13714,0.047461
-7.11712,0.113696
-7.0971,0.123817
-7.07708,0.0570847
-7.05706,0.0811346
-7.03704,0.087525
-7.01702,0.0895048
-6.997,0.0859721
-6.97698,0.105384
-6.95696,0.129831
-6.93694,0.0528676
-6.91692,0.101907
-6.8969,0.118311
-6.87688,0.0687922
-6.85686,0.05936
-6.83684,0.0684394
-6.81682,0.0697246
-6.7968,0.0554836
-6.77678,0.120568
-6.75676,0.0208437
-6.73674,0.00801021
-6.71672,0.0690458
-6.6967,0.0510429
-6.67668,0.0778125
-6.65666,-0.00579881
-6.63664,0.0764571
-6.61662,0.052468
-6.5966,0.0777699
-6.57658,0.0363906
-6.55656,0.0314983
-6.53654,0.0276424
-6.51652,0.0305064
-6.4965,-0.0270991
-6.47648,0.0241438
-6.45646,-0.019684
-6.43644,0.00823141
-6.41642,0.0125011
-6.3964,-0.00580436
-6.37638,0.034995
-6.35636,0.00046798
-6.33634,0.0407339
-6.31632,0.0446593
-6.2963,-0.0509704
-6.27628,-0.0471044
-6.25626,0.000395182
-6.23624,-0.0570256
-6.21622,0.0278158
-6.1962,0.028624
-6.17618,0.0147172
-6.15616,-0.0414332
-6.13614,-0.0717663
-6.11612,-0.043815
-6.0961,-0.0601825
-6.07608,0.00449589
-6.05606,-0.0731183
-6.03604,-0.0534167
-6.01602,-0.0358054
-5.996,-0.0926447
-5.97598,-0.0363397
-5.95596,-0.0807526
-5.93594,-0.0638054
-5.91592,-0.0670329
-5.8959,-0.0289715
-5.87588,-0.0116252
-5.85586,-0.0302203
-5.83584,-0.0624858
-5.81582,-0.0821941
-5.7958,-0.0709184
-5.77578,-0.0546215
-5.75576,-0.105096
-5.73574,-0.1183
-5.71572,-0.0935099
-5.6957,-0.13659
-5.67568,-0.0973362
-5.65566,-0.0796931
-5.63564,-0.128955
-5.61562,-0.153072
-5.5956,-0.172822
-5.57558,-0.102132
-5.55556,-0.11735
-5.53554,-0.15602
-5.51552,-0.0884109
-5.4955,-0.135452
-5.47548,-0.148514
-5.45546,-0.102981
-5.43544,-0.0902769
-5.41542,-0.1496
-5.3954,-0.136583
-5.37538,-0.106588
-5.35536,-0.163465
-5.33534,-0.194721
-5.31532,-0.109371
-5.2953,-0.188841
-5.27528,-0.173284
-5.25526,-0.207464
-5.23524,-0.154762
-5.21522,-0.0989153
-5.1952,-0.242963
-5.17518,-0.197466
-5.15516,-0.199382
-5.13514,-0.214415
-5.11512,-0.170268
-5.0951,-0.215175
-5.07508,-0.184476
-5.05506,-0.222979
-5.03504,-0.194975
-5.01502,-0.129291
-4.995,-0.250334
-4.97498,-0.19328
-4.95496,-0.187615
-4.93494,-0.186527
-4.91492,-0.135259
-4.8949,-0.216183
-4.87488,-0.221802
-4.85486,-0.221377
-4.83484,-0.188683
-4.81482,-0.150767
-4.79479,-0.173658
-4.77477,-0.174995
-4.75475,-0.232762
-4.73473,-0.208799
-4.71471,-0.284876
-4.69469,-0.212406
-4.67467,-0.23326
-4.65465,-0.203205
-4.63463,-0.241509
-4.61461,-0.275136
-4.59459,-0.251056
-4.57457,-0.26455
-4.55455,-0.185195
-4.53453,-0.238961
-4.51451,-0.260731
-4.49449,-0.206479
-4.47447,-0.206905
-4.45445,-0.180269
-4.43443,-0.250354
-4.41441,-0.198675
-4.39439,-0.272532
-4.37437,-0.222333
-4.35435,-0.222905
-4.33433,-0.178111
-4.31431,-0.218654
-4.29429,-0.225336
-4.27427,-0.217426
-4.25425,-0.223731
-4.23423,-0.184508
-4.21421,-0.2274
-4.19419,-0.204385
-4.17417,-0.18078
-4.15415,-0.227047
-4.13413,-0.202782
-4.11411,-0.227947
-4.09409,-0.220022
-4.07407,-0.210028
-4.05405,-0.224316
-4.03403,-0.207639
-4.01401,-0.22285
-3.99399,-0.20256
-3.97397,-0.159391
-3.95395,-0.161474
-3.93393,-0.253981
-3.91391,-0.208128
-3.89389,-0.186439
-3.87387,-0.218331
-3.85385,-0.133822
-3.83383,-0.172856
-3.81381,-0.194431
-3.79379,-0.145582
-3.77377,-0.190994
-3.75375,-0.152143
-3.73373,-0.140448
-3.71371,-0.173673
-3.69369,-0.165382
-3.67367,-0.122062
-3.65365,-0.151353
-3.63363,-0.051315
-3.61361,-0.135905
-3.59359,-0.115253
-3.57357,-0.125367
-3.55355,-0.122337
-3.53353,-0.125678
-3.51351,-0.0839081
-3.49349,-0.0858329
-3.47347,-0.143364
-3.45345,-0.10555
-3.43343,-0.0639558
-3.41341,-0.0820553
-3.39339,-0.0714604
-3.37337,-0.0369099
-3.35335,-0.0735465
-3.33333,0.00260212
-3.31331,-0.0301372
-3.29329,0.0100302
-3.27327,0.0203007
-3.25325,-0.0591847
-3.23323,-0.0323219
-3.21321,0.0178078
-3.19319,-0.0395175
-3.17317,-0.000661331
-3.15315,0.000707747
-3.13313,0.00945444
-3.11311,0.023529
-3.09309,0.0372074
-3.07307,0.0421112
-3.05305,0.0351088
-3.03303,-0.00915348
-3.01301,0.0432634
-2.99299,0.0270302
-2.97297,0.0637532
-2.95295,0.0112394
-2.93293,0.116687
-2.91291,0.0518159
-2.89289,0.108809
-2.87287,0.141027
-2.85285,0.142794
-2.83283,0.0863418
-2.81281,0.127983
-2.79279,0.13683
-2.77277,0.168807
-2.75275,0.207245
-2.73273,0.131501
-2.71271,0.144921
-2.69269,0.175824
-2.67267,0.162839
-2.65265,0.159121
-2.63263,0.13553
-2.61261,0.201845
-2.59259,0.193901
-2.57257,0.222171
-2.55255,0.219399
-2.53253,0.25392
